,stateid,statename,cityid,cityname,suburbid,suburbname,geo_point
3415,1,NSW,16550,Randwick,12462,Malabar,"-33.96445106230832, 151.25366332447138"
3416,1,NSW,14550,Kyogle,12467,Mallanganee,"-28.906666011912566, 152.72080113821576"
3417,1,NSW,16550,Randwick,12511,Maroubra,"-33.94405956538963, 151.24438550319647"
3418,1,NSW,11600,Carrathool,12569,Melbergen,"-33.7448539439129, 146.01033910493473"
3419,1,NSW,17640,Upper Lachlan Shire,12595,Merrill,"-34.68466959831581, 149.25721410968092"
3420,1,NSW,17620,Upper Hunter Shire,12596,Merriwa (NSW),"-32.10688008966159, 150.29636260795593"
3421,1,NSW,10750,Blacktown,12644,Minchinbury,"-33.787188751838436, 150.8294544980722"
3422,1,NSW,18350,Wingecarribee,12664,Mittagong,"-34.462015811484164, 150.4895063888741"
3423,1,NSW,15240,Mid-Coast,12687,Mondrook,"-31.910186910962693, 152.40939166067426"
3424,1,NSW,16490,Queanbeyan-Palerang Regional,12688,Monga,"-35.55529650408995, 149.90954130312085"
3425,1,NSW,17620,Upper Hunter Shire,12707,Moonan Brook,"-31.952047046935412, 151.3572878912769"
3426,1,NSW,17310,Tamworth Regional,12721,Moore Creek,"-30.988457397760758, 150.9441041081185"
3427,1,NSW,17750,Wagga Wagga,12726,Moorong,"-35.11194560098792, 147.31250961539797"
3428,1,NSW,11730,Clarence Valley,12737,Mororo,"-29.33676497785001, 153.20221524107595"
3429,1,NSW,12750,Eurobodalla,12745,Moruya,"-35.907375028780734, 150.09240506766386"
3430,1,NSW,13010,Glen Innes Severn,12747,Morven (Glen Innes Severn - NSW),"-29.410426832027326, 152.16376854327692"
3431,1,NSW,17080,Snowy Valleys,12775,Mount Horeb,"-35.21483444594995, 148.03741697994096"
3432,1,NSW,14870,Lithgow,12787,Mount Marsden,"-32.93903265498222, 150.05241550257807"
3433,1,NSW,11650,Central Coast,12814,Mount White,"-33.44969500814, 151.18944973749663"
3434,1,NSW,11730,Clarence Valley,12819,Mountain View (NSW),"-29.586607131153432, 152.93434139409044"
3435,1,NSW,11720,Cessnock,12824,Mulbring,"-32.896382515693624, 151.47815840377473"
3436,1,NSW,10550,Bega Valley,12930,Nelson (Bega Valley - NSW),"-36.667720414031024, 149.95830641867877"
3437,1,NSW,16490,Queanbeyan-Palerang Regional,12939,Nerriga,"-35.09682781299435, 150.0699295017084"
3438,1,NSW,10850,Blayney,12957,Newbridge (NSW),"-33.58088277786654, 149.37418662144515"
3439,1,NSW,15990,Northern Beaches,13007,North Manly,"-33.774015959039595, 151.27315433973672"
3440,1,NSW,17310,Tamworth Regional,13021,North Tamworth,"-31.062583599897998, 150.92838095890002"
3441,1,NSW,18450,Wollongong,13027,North Wollongong,"-34.406755172661285, 150.8954934941639"
3442,1,NSW,18250,Willoughby,13032,Northbridge (NSW),"-33.81088947462543, 151.21786159692576"
3443,1,"NSW, Vic",10550,"Bega Valley, East Gippsland, Snowy Monaro Regional",13055,Nungatta,"-37.20286591965511, 149.41821643678608"
3444,1,NSW,10650,"Berrigan, Federation, Murrumbidgee",13070,Oaklands,"-35.51453183041813, 146.1227348898845"
3445,1,NSW,14220,Inverell,13090,Old Mill,"-29.898483132853478, 151.19906615840372"
3446,1,NSW,12900,Forbes,13099,Ooma,"-33.637658929087245, 148.04924395244493"
3447,1,NSW,11650,Central Coast,13144,Palm Grove (NSW),"-33.31836312541342, 151.30368928811728"
3448,1,NSW,14920,Liverpool Plains,13168,Parraweena,"-31.729757762367818, 150.43456673230938"
3449,1,NSW,18350,Wingecarribee,13196,Penrose,"-34.663890338614536, 150.21408557154618"
3450,1,NSW,18400,Wollondilly,13212,Picton (NSW),"-34.17067590184774, 150.60325304192656"
3451,1,NSW,11730,Clarence Valley,13282,Pulganbar,"-29.45204925287184, 152.68046376988897"
3452,1,NSW,15240,Mid-Coast,13318,Rainbow Flat,"-32.03172732348064, 152.4888032246256"
3453,1,NSW,13010,Glen Innes Severn,13327,Rangers Valley,"-29.54218882056265, 151.76201635606"
3454,1,NSW,10500,Bayside,13394,Rockdale,"-33.95309294704607, 151.14024586062075"
3455,1,NSW,13660,"Gwydir, Moree Plains, Narrabri, Tamworth Regional",13398,Rocky Creek (Gwydir - NSW),"-30.05079085796835, 150.1991893741117"
3456,1,NSW,14500,Ku-ring-gai,13427,Roseville Chase,"-33.77505920705103, 151.1994038218387"
3457,1,NSW,17200,Sydney,13459,Rushcutters Bay,"-33.87492452564683, 151.22795929898442"
3458,1,NSW,13910,Hilltops,13470,Rye Park,"-34.526144017374115, 148.91502317643543"
3459,1,NSW,12870,Federation,13503,Sanger,"-35.668914259769075, 146.13934601627568"
3460,1,NSW,17000,Singleton,13529,Sedgefield,"-32.544190483772475, 151.23527309660778"
3461,1,NSW,14550,Kyogle,13553,Sherwood (Kyogle - NSW),"-28.429507489857645, 152.77607663182636"
3462,1,NSW,14350,Kempsey,13570,Skillion Flat,"-31.010355541946648, 152.7331456054835"
3463,1,NSW,10050,Albury,13589,South Albury,"-36.09715425972208, 146.91425710242012"
3464,1,NSW,10470,Bathurst Regional,13593,South Bathurst,"-33.44356178281933, 149.5738866958076"
3465,1,NSW,12380,Cumberland,13599,South Granville,"-33.85835823530999, 151.0107823646448"
3466,1,NSW,17550,Tweed,13609,South Murwillumbah,"-28.337165493123596, 153.41656499922667"
3467,1,NSW,10750,Blacktown,13664,Stanhope Gardens,"-33.715867176109235, 150.9268296298297"
3468,1,NSW,14650,Lake Macquarie,13726,Swansea (NSW),"-33.09050271435517, 151.6346084370912"
3469,1,NSW,17200,Sydney,13730,Sydney,"-33.86888791066724, 151.20963552274176"
3470,1,NSW,15700,Nambucca Valley,13758,Tamban,"-30.88681567601109, 152.81772224476057"
3471,1,NSW,17150,Sutherland Shire,13781,Taren Point,"-34.01955297572196, 151.1233937428267"
3472,1,NSW,15900,Newcastle,13786,Tarro,"-32.80832707121912, 151.6766704447924"
3473,1,NSW,14350,Kempsey,13798,Temagog,"-31.00379883095563, 152.61824391559998"
3474,1,NSW,17400,Tenterfield,13807,Tenterfield,"-29.080766611521014, 152.03445426179766"
3475,1,NSW,16380,Port Macquarie-Hastings,13841,The Hatch,"-31.361149132657, 152.82481052198085"
3476,1,NSW,15900,Newcastle,13843,The Junction,"-32.937962753984976, 151.76027528865873"
3477,1,NSW,15240,Mid-Coast,13901,Titaatee Creek,"-32.034400170508356, 152.1157527419482"
3478,1,NSW,12950,Gilgandra,13917,Tonderburine,"-31.330935235549365, 148.77589609347314"
3479,1,NSW,14550,Kyogle,13922,Tooloom,"-28.587777908028123, 152.45269584003844"
3480,1,NSW,16950,Shoalhaven,13942,Touga,"-34.92722891449481, 150.11011830502747"
3481,1,NSW,10550,"Bega Valley, Eurobodalla, Snowy Monaro Regional",14099,Wadbilliga,"-36.25391056037743, 149.60991328848274"
3482,1,NSW,13660,Gwydir,14167,Warialda,"-29.409193226382826, 150.5192203071816"
3483,1,NSW,18100,Weddin,14174,Warraderry,"-33.719991448573346, 148.2498009239639"
3484,1,NSW,11600,"Carrathool, Griffith",14184,Warrawidgee,"-34.31568888813921, 145.74725205962446"
3485,1,NSW,15240,Mid-Coast,14234,Weismantels,"-32.25839657042063, 151.92037267847178"
3486,1,NSW,16350,Penrith,14252,Werrington,"-33.75919563468939, 150.75268800491978"
3487,1,NSW,14000,"Hornsby, Parramatta, The Hills Shire",14266,West Pennant Hills,"-33.748291592263556, 151.0333739292911"
3488,1,NSW,14650,Lake Macquarie,14270,West Wallsend,"-32.90034875848673, 151.56211192781805"
3489,1,NSW,11720,Cessnock,14279,Weston (NSW),"-32.81164450552317, 151.45620568671833"
3490,1,"ACT, NSW",16490,"Queanbeyan-Palerang Regional, Snowy Monaro Regional, Unincorporated ACT",14315,Williamsdale,"-35.58816707119306, 149.15722886581"
3491,1,NSW,15950,North Sydney,14377,Wollstonecraft,"-33.83251230135348, 151.1953065388353"
3492,1,NSW,18450,Wollongong,14381,Wombarra,"-34.277182683943906, 150.95017114035244"
3493,1,NSW,18350,Wingecarribee,14406,Woodlands (Wingecarribee - NSW),"-34.41104260575625, 150.39516000972498"
3494,1,NSW,11800,Coffs Harbour,14420,Woolgoolga,"-30.099553208248317, 153.16345071151198"
3495,1,NSW,15270,Mid-Western Regional,14437,Worlds End (NSW),"-32.667173221877, 149.38020942064438"
3496,1,NSW,10550,Bega Valley,14481,Yankees Creek,"-36.488286273407155, 149.54744339690333"
3497,1,NSW,11600,"Carrathool, Griffith, Leeton, Narrandera",14522,Yenda (NSW),"-34.22662855726272, 146.2255264891007"
3498,2,Vic,25620,Murrindindi,20005,Acheron,"-37.268878164344464, 145.69932924493025"
3499,2,Vic,26170,South Gippsland,20026,Allambee South,"-38.35137599789047, 146.09947233402815"
3500,2,Vic,25060,Moonee Valley,20075,Ascot Vale,"-37.77703345076871, 144.91369451874422"
3501,2,Vic,22620,Greater Bendigo,20092,Axe Creek,"-36.86063993917729, 144.38911749425188"
3502,2,Vic,25430,Mount Alexander,20137,Barfold,"-37.10259018564201, 144.5039665259847"
3503,2,Vic,24900,Moira,20166,Bathumi,"-36.02822746821291, 146.08525763102355"
3504,2,Vic,22750,Greater Geelong,20192,Bell Post Hill,"-38.09482600060522, 144.32042944773664"
3505,2,Vic,23270,"Hume, Macedon Ranges, Mitchell, Whittlesea",20233,Beveridge,"-37.476165274615745, 144.97197296396232"
3506,2,Vic,21270,Buloke,20244,Birchip,"-35.99336309608863, 142.92558615780038"
3507,2,Vic,23940,Loddon,20334,Bridgewater North,"-36.55278865412523, 144.0064255836021"
3508,2,Vic,22110,East Gippsland,20348,Brodribb River,"-37.69520999839661, 148.5914525762184"
3509,2,Vic,22910,Hepburn,20384,Bullarto,"-37.38960168656333, 144.22171855294428"
3510,2,Vic,21750,Colac Otway,20401,Bungador,"-38.4240858741475, 143.32862799372006"
3511,2,Vic,21370,Campaspe,20417,Burnewang,"-36.477968019065656, 144.66694170247243"
3512,2,Vic,24650,Melton,20420,Burnside Heights,"-37.732240136879916, 144.75564369797695"
3513,2,Vic,24900,Moira,20423,Burramine South,"-36.073171737219305, 145.85666476660856"
3514,2,Vic,22910,Hepburn,20438,Cabbage Tree,"-37.46402148426849, 143.9030998150467"
3515,2,Vic,24130,Macedon Ranges,20440,Cadello,"-37.30450730535523, 144.52100329834983"
3516,2,Vic,22490,Golden Plains,20454,Cambrian Hill,"-37.6402608105666, 143.8186877552411"
3517,2,Vic,23940,Loddon,20520,Catumnal,"-36.07631047643784, 143.61833502357723"
3518,2,Vic,26810,Wellington,20586,Cobains,"-38.07604294125708, 147.13771400195319"
3519,2,Vic,21830,Corangamite,20591,Cobden,"-38.337870532544535, 143.08874183489795"
3520,2,Vic,21830,Corangamite,20594,Cobrico,"-38.292566285333734, 143.01858873226394"
3521,2,Vic,26810,Wellington,20655,Cowa,"-37.3874591074432, 147.1831237125485"
3522,2,Vic,20260,"Ararat, Northern Grampians, Pyrenees",20680,Crowlands,"-37.124070928331086, 143.10925359640433"
3523,2,Vic,25810,Northern Grampians,20705,Dalyenong,"-36.80630351769639, 143.4181147023982"
3524,2,Vic,25150,Moorabool,20712,Darley,"-37.637684198624015, 144.42629562642207"
3525,2,Vic,22620,Greater Bendigo,20828,East Bendigo,"-36.740998719936215, 144.3194082976055"
3526,2,Vic,22910,Hepburn,20849,Eganstown,"-37.35594641827011, 144.09369972414902"
3527,2,Vic,27450,Yarra Ranges,20995,Gilderoy,"-37.86340794027401, 145.7140867611088"
3528,2,Vic,20740,Bass Coast,21006,Glen Alvie,"-38.503485014018295, 145.65309063419977"
3529,2,Vic,22620,Greater Bendigo,21058,Golden Square,"-36.77380210208543, 144.25275856699952"
3530,2,Vic,21010,Benalla,21063,Goomalibee,"-36.488624111032586, 145.87517105970775"
3531,2,Vic,26610,Swan Hill,21080,Gowanford,"-35.41323478768905, 143.19072754910655"
3532,2,Vic,25810,Northern Grampians,21095,Gre Gre,"-36.674285577405826, 143.08751840698258"
3533,2,Vic,20910,Bayside,21132,Hampton East,"-37.93880517884239, 145.03053113135232"
3534,2,Vic,23430,Kingston,21163,Heatherton,"-37.95608070227556, 145.09318689047961"
3535,2,Vic,24850,"Mitchell, Murrindindi, Strathbogie",21186,Highlands,"-37.08657327854963, 145.41925194937068"
3536,2,Vic,26260,Southern Grampians,21188,Hilgay,"-37.62439136064373, 141.63156663394656"
3537,2,Vic,22110,East Gippsland,21225,Iguana Creek,"-37.69553720183524, 147.34288237640038"
3538,2,Vic,23350,Indigo,21230,Indigo Valley,"-36.18623753930509, 146.7397869032406"
3539,2,Vic,23940,Loddon,21231,Inglewood (Vic.),"-36.59640122491711, 143.8560208438922"
3540,2,Vic,21270,Buloke,21268,Jil Jil,"-35.8218464215935, 142.9761361430482"
3541,2,Vic,23940,Loddon,21278,Jungaburra,"-36.05637365253139, 144.2869271630724"
3542,2,Vic,23350,Indigo,21330,Kergunyah,"-36.35239750467289, 146.99342430493758"
3543,2,Vic,26700,Wangaratta,21349,Killawarra (Vic.),"-36.24794312772523, 146.20817719902914"
3544,2,Vic,22620,Greater Bendigo,21356,Kimbolton (Vic.),"-36.92029702176886, 144.49128033079867"
3545,2,Vic,22170,Frankston,21467,Langwarrin,"-38.15454197047232, 145.1974264611376"
3546,2,Vic,27450,Yarra Ranges,21473,Launching Place,"-37.77807083206194, 145.57622919623563"
3547,2,Vic,24250,"Mansfield, Wellington",21499,Licola North,"-37.52357292951156, 146.53400685861104"
3548,2,Vic,25810,Northern Grampians,21610,Marnoo East,"-36.656891992544246, 142.9563802397315"
3549,2,Vic,24780,Mildura,21657,Meringur,"-34.396358441219924, 141.28388010583578"
3550,2,Vic,22620,"Greater Bendigo, Mitchell",21674,Mia Mia (Vic.),"-36.99003974166194, 144.60795295050832"
3551,2,Vic,26610,Swan Hill,21700,Miralie,"-35.1278957595508, 143.3230376104572"
3552,2,Vic,21110,"Boroondara, Whitehorse",21732,Mont Albert,"-37.817683751031915, 145.10777036666306"
3553,2,Vic,21370,Campaspe,21745,Moora (Vic.),"-36.603967698487466, 144.94542684456172"
3554,2,Vic,24850,Mitchell,21759,Moranding,"-37.23364955675456, 144.95239183813496"
3555,2,Vic,26610,Swan Hill,21837,Murnungin,"-35.614332632084114, 143.24106262414313"
3556,2,Vic,27630,Yarriambiack,21850,Murtoa,"-36.60305569057243, 142.4740025322178"
3557,2,Vic,21450,Cardinia,21878,Nar Nar Goon,"-38.10585095138148, 145.569011367172"
3558,2,Vic,25490,Moyne,21886,Naringal,"-38.39701034403363, 142.7192114100585"
3559,2,Vic,21610,Casey,21896,Narre Warren South,"-38.055377735908024, 145.30287802101824"
3560,2,Vic,22910,Hepburn,21932,Newlyn North,"-37.39487181486839, 144.00812093436735"
3561,2,Vic,24970,Monash,22001,Oakleigh East,"-37.9039172447771, 145.11534774027393"
3562,2,Vic,24780,Mildura,22030,Panitya (Vic.),"-35.12093568290403, 141.02010774638504"
3563,2,Vic,24210,"Manningham, Maroondah",22036,Park Orchards,"-37.77698617552203, 145.2148218892134"
3564,2,Vic,25620,Murrindindi,22064,Pheasant Creek (Vic.),"-37.471192171402556, 145.29254068524358"
3565,2,Vic,24250,Mansfield,22080,Piries,"-37.17830265942738, 146.12674115112478"
3566,2,Vic,21830,Corangamite,22104,Port Campbell,"-38.60961285339039, 143.02493541414543"
3567,2,Vic,22250,Gannawarra,22131,Quambatook,"-35.846762063990816, 143.5295396657071"
3568,2,Vic,23190,Horsham,22133,Quantong,"-36.74991464057014, 142.0449818331867"
3569,2,Vic,26170,South Gippsland,22138,Ranceby,"-38.37159533163926, 145.8609108788487"
3570,2,Vic,22910,Hepburn,22223,Sailors Falls,"-37.39310945763667, 144.11286279448316"
3571,2,Vic,26810,Wellington,22251,Seaspray,"-38.32571301281011, 147.1699780193365"
3572,2,Vic,27450,Yarra Ranges,22263,Seville,"-37.7926194007195, 145.47553540957173"
3573,2,Vic,21670,Central Goldfields,22285,Simson,"-36.998310055822564, 143.77483930607937"
3574,2,Vic,25900,Port Phillip,22310,South Melbourne,"-37.83393785019109, 144.95728935253516"
3575,2,Vic,23110,Hobsons Bay,22319,Spotswood,"-37.82995771566973, 144.887962084673"
3576,2,Vic,22910,"Hepburn, Mount Alexander",22367,Strangways,"-37.14418132211601, 144.09541324299272"
3577,2,Vic,24650,Melton,22382,Strathtulloh,"-37.73250852670445, 144.59794184088747"
3578,2,Vic,20570,"Ballarat, Hepburn",22389,Sulky,"-37.46271784510475, 143.854192088214"
3579,2,Vic,21180,Brimbank,22397,Sunshine West,"-37.79810854953355, 144.8110893429922"
3580,2,Vic,26670,Towong,22427,Tallangatta East,"-36.21419173724031, 147.28232122072308"
3581,2,Vic,22110,East Gippsland,22515,Timbarra (Vic.),"-37.491165832289425, 147.9334447440223"
3582,2,Vic,21450,Cardinia,22531,Tonimbuk,"-38.0151281859928, 145.7134045594804"
3583,2,Vic,20830,"Baw Baw, Latrobe, Wellington",22543,Toongabbie (Vic.),"-38.03590054867704, 146.592135412857"
3584,2,Vic,24900,Moira,22610,Ulupna,"-35.83602815153084, 145.45221537623613"
3585,2,Vic,26170,South Gippsland,22653,Walkerville (Vic.),"-38.81010129900423, 145.9884669329708"
3586,2,Vic,24780,Mildura,22667,Walpeup,"-35.099240697108165, 142.0458750361819"
3587,2,Vic,20110,Alpine,22671,Wandiligong,"-36.79096199929485, 146.98459984116093"
3588,2,Vic,22110,East Gippsland,22679,Wangarabell,"-37.391707761382506, 149.48587889495806"
3589,2,Vic,24650,Melton,22740,Weir Views,"-37.727939730991935, 144.56778794986377"
3590,2,Vic,23110,Hobsons Bay,22792,Williamstown (Vic.),"-37.86118676450844, 144.88997575191016"
3591,2,Vic,26810,Wellington,22798,Willung South,"-38.32560811363929, 146.82528685140525"
3592,2,Vic,26170,South Gippsland,22824,Wonga,"-38.6010584517724, 146.25701077404108"
3593,2,Vic,23940,Loddon,22850,Woolshed Flat (Vic.),"-36.32745515870526, 143.659413762268"
3594,2,Vic,24900,Moira,22920,Yarrawonga South,"-36.0844436368653, 146.02618442246788"
3595,3,Qld,31900,Burdekin,30017,Airville,"-19.630872775958633, 147.34549810623562"
3596,3,Qld,36630,South Burnett,30033,Alice Creek,"-26.759252979520816, 151.62344574284327"
3597,3,Qld,31000,Brisbane,30081,Archerfield,"-27.568275393078352, 153.01107281141302"
3598,3,Qld,36580,Somerset,30108,Avoca Vale,"-26.69672768227044, 152.24924294185206"
3599,3,Qld,36660,Southern Downs,30149,Bapaume,"-28.57533349256943, 151.8443113712618"
3600,3,Qld,30370,Banana,30170,Baroondah,"-25.673807395200352, 149.1222271844017"
3601,3,Qld,36820,Tablelands,30192,Beatrice,"-17.556876521552006, 145.58111482775047"
3602,3,Qld,36630,South Burnett,30273,Blackbutt North,"-26.8676672957442, 152.1163688505155"
3603,3,Qld,37010,Townsville,30293,Bluewater Park,"-19.219367963997055, 146.5042687902797"
3604,3,Qld,30300,Balonne,30304,Bollon,"-28.28610270472136, 147.32434061048045"
3605,3,Qld,36910,Toowoomba,30310,Bongeen,"-27.5666398630203, 151.44892636154998"
3606,3,Qld,35740,Noosa,30335,Boreen Point,"-26.281025768844966, 152.98328551673603"
3607,3,Qld,36660,Southern Downs,30383,Broadwater (Qld),"-28.661468804317057, 151.8743405651223"
3608,3,Qld,36510,Scenic Rim,30385,Bromelton,"-27.983346195408664, 152.87568788785208"
3609,3,Qld,33610,Goondiwindi,30397,Brush Creek,"-28.585597509056992, 151.1458711342332"
3610,3,Qld,31820,Bundaberg,30403,Bucca (Qld),"-24.861493124017198, 152.10245245907788"
3611,3,Qld,32270,Central Highlands,30428,Bundoora (Qld),"-22.98040466695788, 148.46857421318822"
3612,3,Qld,33360,Gladstone,30459,Burua,"-23.946529092074584, 151.20598561814091"
3613,3,Qld,37010,Townsville,30460,Bushland Beach,"-19.198991083446774, 146.6821233429478"
3614,3,Qld,36580,Somerset,30473,Caboonbah,"-27.149525407700242, 152.49014974502805"
3615,3,Qld,33620,Gympie,30486,Calico Creek,"-26.29968718273037, 152.64578767341538"
3616,3,Qld,36300,Richmond,30497,Cambridge (Qld),"-20.366159326306008, 142.5860491821669"
3617,3,Qld,34590,Logan,30571,Cedar Vale,"-27.880693052865873, 153.01758056003675"
3618,3,Qld,36630,South Burnett,30589,Chelmsford,"-26.26228507886165, 151.816877455413"
3619,3,Qld,31000,Brisbane,30593,Chermside,"-27.385033413607896, 153.03237298865608"
3620,3,Qld,37310,Western Downs,30602,Chinchilla,"-26.755385088693416, 150.62851941699398"
3621,3,Qld,36910,Toowoomba,30624,Clifton (Qld),"-27.937302738725926, 151.91655735225808"
3622,3,Qld,33620,Gympie,30696,Coondoo,"-26.189519964127513, 152.90238434939204"
3623,3,Qld,34770,Mackay,30746,Crediton,"-21.26389507280028, 148.5628185576018"
3624,3,Qld,36510,Scenic Rim,30761,Cryna,"-28.03791095660093, 152.9854546380524"
3625,3,Qld,34590,Logan,30787,Daisy Hill (Qld),"-27.630218637502082, 153.15774895595052"
3626,3,Qld,35010,Moreton Bay,30789,Dakabin,"-27.222697125759172, 152.98517976261888"
3627,3,Qld,31820,Bundaberg,30801,Dalysford,"-25.018370969406636, 151.8968521451268"
3628,3,Qld,31000,Brisbane,30812,Darra,"-27.568166326197, 152.95257021167006"
3629,3,Qld,31820,Bundaberg,30864,Doolbi,"-25.229782284870012, 152.30175644955435"
3630,3,Qld,37010,Townsville,30871,Douglas (Townsville - Qld),"-19.325237341326204, 146.7511645340358"
3631,3,Qld,33220,Fraser Coast,30884,Duckinwilla,"-25.41095558091462, 152.49961324484352"
3632,3,Qld,33980,Isaac,30913,Dysart (Qld),"-22.55976765909825, 148.3449688766756"
3633,3,Qld,32260,Cassowary Coast,30936,Eaton (Qld),"-17.503726547534164, 146.04544767646644"
3634,3,Qld,34770,Mackay,31019,Farleigh,"-21.09597558920618, 149.08880745941545"
3635,3,Qld,32450,Cloncurry,31078,Four Ways,"-19.339452521775243, 140.49199577250081"
3636,3,Qld,37340,Whitsunday,31079,Foxdale,"-20.341109840380934, 148.50591253544215"
3637,3,Qld,36720,Sunshine Coast,31114,Gheerulla,"-26.572536693410054, 152.8149930392956"
