,stateid,statename,cityid,cityname,suburbid,suburbname,geo_point
11234,1,NSW,11730,Clarence Valley,11709,Goodwood Island,"-29.380739860208404, 153.30774101521737"
11235,1,NSW,17000,Singleton,11722,Goorangoola,"-32.28724456102623, 151.19769613272626"
11236,1,NSW,12700,Dungog,11783,Gresford,"-32.4127709914119, 151.50039728662063"
11237,1,NSW,11720,"Cessnock, Maitland, Singleton",11784,Greta (NSW),"-32.68893850130799, 151.38668515188655"
11238,1,NSW,12380,Cumberland,11796,Guildford (NSW),"-33.85620193515258, 150.99093872080493"
11239,1,NSW,11650,Central Coast,11814,Gunderman,"-33.38877599916702, 151.06131272829046"
11240,1,NSW,13910,Hilltops,11858,Harden,"-34.546415264503636, 148.36973952025184"
11241,1,NSW,13850,Hay,11882,Hay South,"-34.65521161393841, 144.81169251481023"
11242,1,NSW,16100,Oberon,11889,Hazelgrove,"-33.655720796583175, 149.89796533644218"
11243,1,NSW,16400,Port Stephens,11891,Heatherbrae,"-32.788933354398644, 151.7353854908194"
11244,1,NSW,16380,Port Macquarie-Hastings,11929,Hollisdale,"-31.388340830730584, 152.54326278171203"
11245,1,NSW,15650,Muswellbrook,11930,Hollydeen,"-32.324472884770515, 150.6217868881276"
11246,1,NSW,14300,Junee,12055,Junee Reefs,"-34.71569484522756, 147.6664238549774"
11247,1,NSW,10600,"Bellingen, Nambucca Valley",12106,Kennaicle Creek,"-30.53065867941345, 152.81882507719206"
11248,1,NSW,15990,Northern Beaches,12138,Killarney Heights,"-33.77337147861972, 151.22213045370017"
11249,1,NSW,15240,Mid-Coast,12210,Krambach,"-32.03852501749199, 152.26370184695975"
11250,1,NSW,17550,Tweed,12221,Kunghur,"-28.463716021591683, 153.23468795027765"
11251,1,NSW,11730,Clarence Valley,12297,Lawrence (NSW),"-29.4510291003723, 153.0768954506589"
11252,1,NSW,19399,Unincorporated NSW,12367,Little Topar,"-31.738516810426884, 142.39877226987159"
11253,1,NSW,11800,Coffs Harbour,12407,Lowanna,"-30.177735393106843, 152.896997104901"
11254,1,NSW,17080,Snowy Valleys,12409,Lower Bago,"-35.56139455186816, 147.95511715152685"
11255,1,NSW,12870,Federation,12423,Lowesdale,"-35.84295444982998, 146.3368891449332"
11256,1,NSW,15520,Murray River,12466,Mallan,"-35.10469500548171, 143.76138588288734"
11257,1,NSW,10250,"Ballina, Lismore",12509,Marom Creek,"-28.917544321760104, 153.36366343407315"
11258,1,NSW,12700,Dungog,12521,Martins Creek,"-32.555299800198746, 151.64451489266483"
11259,1,NSW,12390,Dubbo Regional,12527,Maryvale (NSW),"-32.458891026520696, 148.8998273290615"
11260,1,NSW,10250,Ballina,12566,Meerschaum Vale,"-28.926568371201157, 153.4136805283529"
11261,1,NSW,11350,Byron,12617,Middle Pocket,"-28.48681854456814, 153.46805351511367"
11262,1,NSW,14950,Lockhart,12624,Milbrulong,"-35.252033181315106, 146.87039177011795"
11263,1,NSW,16610,Richmond Valley,12690,Mongogarie,"-28.9504035169274, 152.89693757118195"
11264,1,NSW,15240,Mid-Coast,12693,Monkerai,"-32.24988488711495, 151.85324001584266"
11265,1,NSW,11350,Byron,12695,Montecollum,"-28.591563006627887, 153.46198272594987"
11266,1,NSW,11730,Clarence Valley,12717,Moonpar,"-30.2218387953612, 152.64172699864054"
11267,1,NSW,14650,Lake Macquarie,12734,Morisset,"-33.117541961854826, 151.49122632285395"
11268,1,NSW,14650,Lake Macquarie,12735,Morisset Park,"-33.121466996740075, 151.5329896449712"
11269,1,NSW,12390,Dubbo Regional,12758,Mount Arthur,"-32.551376059168575, 148.8999967774741"
11270,1,NSW,14550,Kyogle,12828,Muli Muli,"-28.418209048958197, 152.5834532271397"
11271,1,NSW,15240,Mid-Coast,12856,Mungo Brush,"-32.50348239955901, 152.33877221640762"
11272,1,NSW,15240,Mid-Coast,12883,Myall Lake,"-32.424839648969744, 152.3867132845469"
11273,1,NSW,10470,Bathurst Regional,12903,Napoleon Reef,"-33.38882940870877, 149.7502256658771"
11274,1,NSW,17350,Temora,12913,Narraburra,"-34.328796243649016, 147.61757133270413"
11275,1,NSW,16400,Port Stephens,12932,Nelson Bay (NSW),"-32.73540246899448, 152.13918903593247"
11276,1,NSW,17310,Tamworth Regional,12953,New Mexico,"-30.7312468327019, 150.6142492378913"
11277,1,NSW,11750,Cobar,12980,Noona,"-31.592596817516693, 144.79447702950304"
11278,1,NSW,15240,Mid-Coast,12982,Nooroo,"-32.37706899505097, 151.88216758225184"
11279,1,NSW,12750,Eurobodalla,12992,North Batemans Bay,"-35.68618679291751, 150.1883629294041"
11280,1,NSW,16700,Ryde,13015,North Ryde,"-33.79675103121876, 151.12987388504732"
11281,1,NSW,17550,Tweed,13022,North Tumbulgum,"-28.26098535492035, 153.47115585550165"
11282,1,NSW,16490,Queanbeyan-Palerang Regional,13031,Northangera,"-35.46915966580801, 149.9117001236677"
11283,1,NSW,17640,Upper Lachlan Shire,13098,Oolong,"-34.79221691294392, 149.1745566128986"
11284,1,NSW,11450,Camden,13102,Oran Park,"-33.99240234261732, 150.7426636177928"
11285,1,NSW,17620,Upper Hunter Shire,13116,Owens Gap,"-32.05484781012586, 150.70390700558983"
11286,1,NSW,15990,Northern Beaches,13117,Oxford Falls,"-33.73111595894645, 151.24469029745413"
11287,1,NSW,15240,Mid-Coast,13153,Pampoolah,"-31.93694075599724, 152.51022187219408"
11288,1,NSW,18200,Wentworth,13154,Pan Ban,"-33.049761599195655, 143.20851602857186"
11289,1,NSW,12700,Dungog,13170,Paterson (NSW),"-32.59067666634005, 151.60404950991133"
11290,1,NSW,14000,Hornsby,13194,Pennant Hills,"-33.73841658869232, 151.07411790824122"
11291,1,NSW,14550,"Kyogle, Richmond Valley",13235,Piora,"-28.85903683694263, 152.88329412300286"
11292,1,NSW,17350,Temora,13280,Pucawan,"-34.40031949555189, 147.3873460284084"
11293,1,NSW,10550,Bega Valley,13298,Quaama,"-36.46583449210407, 149.88609942671016"
11294,1,NSW,16950,Shoalhaven,13312,Quiera,"-34.93244124306397, 150.1954668945002"
11295,1,NSW,16550,Randwick,13325,Randwick,"-33.915465499372786, 151.24097360110744"
11296,1,NSW,15240,Mid-Coast,13337,Rawdon Vale,"-31.9986839895837, 151.71709359976845"
11297,1,NSW,12390,Dubbo Regional,13339,Rawsonville,"-32.156615104345875, 148.46615659828635"
11298,1,NSW,14850,Lismore,13393,Rock Valley,"-28.72825784080157, 153.16255455039698"
11299,1,NSW,14870,Lithgow,13467,Rydal,"-33.523758012563675, 150.04590807533907"
11300,1,NSW,14550,Kyogle,13491,Sandilands (NSW),"-28.89660330837148, 152.66041327059665"
11301,1,NSW,11750,Cobar,13495,Sandy Creek (Cobar - NSW),"-31.919558420956893, 145.43680289586285"
11302,1,NSW,14550,Kyogle,13512,Sawpit Creek,"-28.37222142731505, 152.81418252285687"
11303,1,NSW,14350,Kempsey,13552,Sherwood (Kempsey - NSW),"-31.064279578579455, 152.71404531839175"
11304,1,NSW,17950,Warren,13581,Snakes Plain,"-31.776863795694904, 147.75566062400802"
11305,1,NSW,18450,Wollongong,13668,Stanwell Park,"-34.22866267067857, 150.98160609612796"
11306,1,NSW,11730,"Clarence Valley, Kyogle, Tenterfield",13738,Tabulam,"-28.86765982674585, 152.52183376111824"
11307,1,NSW,16400,Port Stephens,13792,Taylors Beach (NSW),"-32.74263309928442, 152.06845707960932"
11308,1,NSW,10250,Ballina,13822,Teven,"-28.81521211379648, 153.49183497462153"
11309,1,NSW,14550,Kyogle,13860,Theresa Creek (NSW),"-28.782593009627625, 152.7926890818442"
11310,1,NSW,17310,Tamworth Regional,13862,Thirldene,"-30.33222045966655, 150.90725079975374"
11311,1,NSW,11750,Cobar,13889,Tindarey,"-31.05097430590938, 145.9675138435484"
11312,1,NSW,11730,Clarence Valley,13944,Towallum,"-30.083272480181698, 152.83195673625588"
11313,1,NSW,10250,Ballina,13965,Tuckombil,"-28.81429709797402, 153.4680024408398"
11314,1,NSW,15520,Murray River,13971,Tullakool,"-35.38444695392023, 144.16109650011234"
11315,1,NSW,16950,Shoalhaven,13973,Tullarwalla,"-35.12353960925747, 150.49546582209635"
11316,1,NSW,17080,Snowy Valleys,13979,Tumbarumba,"-35.73241199962382, 148.05507124937046"
11317,1,NSW,16950,Shoalhaven,14007,Twelve Mile Peg,"-35.15353321557241, 150.3974957448805"
11318,1,NSW,18020,Warrumbungle Shire,14017,Uarbry,"-32.03802183953913, 149.73617153518836"
11319,1,NSW,13800,Hawkesbury,14035,Upper Colo,"-33.41355846747164, 150.70331588074467"
11320,1,NSW,11350,Byron,14036,Upper Coopers Creek,"-28.603888294142873, 153.4028042691615"
11321,1,NSW,15240,Mid-Coast,14117,Wallabi Point,"-31.991737362041658, 152.56140757326014"
11322,1,NSW,18710,Yass Valley,14130,Wallaroo (NSW),"-35.153300692154964, 148.99348714373158"
11323,1,NSW,13340,Greater Hume Shire,14155,Wantagong,"-35.80053141741495, 147.49574262682862"
11324,1,NSW,14300,Junee,14156,Wantiool,"-34.884745232415845, 147.67659731029565"
11325,1,NSW,17310,Tamworth Regional,14181,Warral,"-31.157777545206486, 150.85794802726642"
11326,1,NSW,15240,Mid-Coast,14182,Warranulla,"-32.18972223408754, 152.12809000435968"
11327,1,NSW,17620,Upper Hunter Shire,14218,Waverly,"-31.872335158869333, 151.08580409994187"
11328,1,NSW,15300,Moree Plains,14230,Weemelah,"-29.0444481778078, 149.28829872056176"
11329,1,NSW,14350,Kempsey,14264,West Kempsey,"-31.058691602129244, 152.83184831799045"
11330,1,NSW,16950,Shoalhaven,14265,West Nowra,"-34.882088777772935, 150.5833580707808"
11331,1,NSW,17650,Uralla,14379,Wollun,"-30.848741460590695, 151.44628529563923"
11332,1,NSW,15650,Muswellbrook,14454,Wybong,"-32.271613943749315, 150.6555438967973"
11333,1,NSW,17080,Snowy Valleys,14497,Yarrangobilly,"-35.68050898729218, 148.49311468851658"
11334,2,Vic,20740,Bass Coast,20044,Anderson,"-38.521743068657706, 145.4492445218516"
11335,2,Vic,26170,South Gippsland,20054,Arawata,"-38.392792479568335, 145.87806181301934"
11336,2,Vic,22620,Greater Bendigo,20065,Argyle (Vic.),"-36.96734508292403, 144.7168446289136"
11337,2,Vic,20570,Ballarat,20113,Ballarat North,"-37.5391589574514, 143.86621042910608"
11338,2,Vic,25150,Moorabool,20116,Balliang East,"-37.80869393903237, 144.43680706431329"
11339,2,Vic,23350,Indigo,20186,Beechworth,"-36.33814674937133, 146.6576591148292"
11340,2,Vic,22250,Gannawarra,20211,Benjeroop,"-35.49293230047385, 143.8266222400636"
11341,2,Vic,25150,Moorabool,20258,Blakeville,"-37.4788079623162, 144.2115603500017"
11342,2,Vic,26810,Wellington,20270,Boisdale,"-37.85201035094043, 146.9412993205803"
11343,2,Vic,26700,Wangaratta,20312,Bowmans Forest,"-36.46822848174379, 146.62421260116545"
11344,2,Vic,22830,Greater Shepparton,20393,Bunbartha,"-36.23556870232396, 145.33142237918884"
11345,2,Vic,25990,Pyrenees,20416,Burnbank,"-37.22959162360371, 143.5876760304287"
11346,2,Vic,26810,Wellington,20449,Callignee South,"-38.380460744813796, 146.6035780873858"
11347,2,Vic,21830,Corangamite,20460,Camperdown (Vic.),"-38.23925705256366, 143.15295135334975"
11348,2,Vic,22110,East Gippsland,20471,Cape Conran,"-37.78982211516598, 148.72635980363145"
11349,2,Vic,26700,Wangaratta,20484,Carboor,"-36.65412740018589, 146.54743298864628"
11350,2,Vic,25990,Pyrenees,20540,Chepstowe,"-37.59684443782217, 143.4903199407366"
11351,2,Vic,24970,Monash,20569,Clayton,"-37.918193768750115, 145.1302098566345"
11352,2,Vic,20740,Bass Coast,20639,Corinella (Vic.),"-38.42310990284567, 145.46749339927385"
11353,2,Vic,24780,Mildura,20656,Cowangie,"-35.18819090652646, 141.36526253757702"
11354,2,Vic,26810,Wellington,20676,Crooked River,"-37.38783770767499, 146.9923565231989"
11355,2,Vic,21830,Corangamite,20695,Curdies River,"-38.44297799946095, 142.94594609750163"
11356,2,Vic,23940,Loddon,20740,Derby (Vic.),"-36.65219635045826, 144.02390023571772"
11357,2,Vic,21830,Corangamite,20745,Derrinallum,"-37.96196209506349, 143.1821763412536"
11358,2,Vic,23430,Kingston,20758,Dingley Village,"-37.97556520280666, 145.12562835267136"
11359,2,Vic,22410,Glenelg,20787,Drik Drik,"-38.01101436120772, 141.26451124983421"
11360,2,Vic,26810,Wellington,20819,Dutson Downs,"-38.205987089303804, 147.32024027747613"
11361,2,Vic,22750,Greater Geelong,20829,East Geelong,"-38.155281463210194, 144.3801170997682"
11362,2,Vic,24600,Melbourne,20830,East Melbourne,"-37.81435517897106, 144.98264860123237"
11363,2,Vic,27070,Whittlesea,20843,Eden Park,"-37.4956679013518, 145.06713962743967"
11364,2,Vic,25490,Moyne,20858,Ellerslie (Vic.),"-38.128137481130175, 142.65383789558717"
11365,2,Vic,20110,Alpine,20893,Eurobin,"-36.63878068274034, 146.84659298100541"
11366,2,Vic,22110,East Gippsland,20926,Flaggy Creek,"-37.753457099722866, 147.48025784736458"
11367,2,Vic,26810,Wellington,20928,Flamingo Beach,"-38.27021849902143, 147.31337821955782"
11368,2,Vic,20110,Alpine,20964,Gapsted,"-36.50351444737961, 146.69909741628032"
11369,2,Vic,22490,Golden Plains,20990,Gheringhap,"-38.07846959420217, 144.22762249616792"
11370,2,Vic,23270,Hume,21004,Gladstone Park,"-37.689881438697014, 144.89450386963534"
11371,2,Vic,25150,Moorabool,21101,Greendale (Vic.),"-37.54028235636467, 144.32230059697693"
11372,2,Vic,25430,Mount Alexander,21137,Harcourt,"-36.99344325966413, 144.25834819565293"
11373,2,Vic,22620,Greater Bendigo,21160,Heathcote (Vic.),"-36.91534797304174, 144.72249098407508"
11374,2,Vic,22410,Glenelg,21171,Henty (Vic.),"-37.658964333354426, 141.52670584763644"
11375,2,Vic,22750,Greater Geelong,21187,Highton,"-38.170200911905475, 144.31154882748814"
11376,2,Vic,21750,Colac Otway,21243,Irrewillipe,"-38.45395336466952, 143.41745439039244"
11377,2,Vic,26810,Wellington,21249,Jack River,"-38.568184960693905, 146.55587084606807"
11378,2,Vic,21750,Colac Otway,21272,Johanna,"-38.73426440193108, 143.3944133823078"
11379,2,Vic,25710,Nillumbik,21294,Kangaroo Ground,"-37.689134336367026, 145.23160967030077"
11380,2,Vic,22980,Hindmarsh,21323,Kenmare (Vic.),"-35.93442114296355, 142.20484491255993"
11381,2,Vic,25620,"Murrindindi, Nillumbik, Yarra Ranges",21358,Kinglake,"-37.51070772645494, 145.35816264906018"
11382,2,Vic,21450,Cardinia,21380,Koo Wee Rup,"-38.18744704533946, 145.4886755299052"
11383,2,Vic,23190,"Horsham, Northern Grampians",21426,Laharum,"-36.91419683225438, 142.34147109815606"
11384,2,Vic,22410,Glenelg,21440,Lake Mundi,"-37.49917560909367, 141.08102426664718"
11385,2,Vic,20260,Ararat,21463,Langi Logan,"-37.39216324331027, 142.92567259172588"
11386,2,Vic,21270,Buloke,21478,Lawler,"-36.36319565881536, 142.76001882034606"
11387,2,Vic,26700,Wangaratta,21532,Londrigan,"-36.3432111517174, 146.44402635593715"
11388,2,Vic,20830,Baw Baw,21539,Longwarry North,"-38.08031656003553, 145.78221975873197"
11389,2,Vic,22110,East Gippsland,21551,Lucknow (Vic.),"-37.80779069595115, 147.6715999865717"
11390,2,"NSW, Vic",22110,"Bega Valley, East Gippsland, Unincorporated Vic",21584,Mallacoota,"-37.510143829776325, 149.7995489146021"
11391,2,Vic,22750,Greater Geelong,21594,Mannerim,"-38.218361285423505, 144.603449988789"
11392,2,Vic,21270,Buloke,21622,Massey,"-36.21981972689376, 142.86358974019362"
11393,2,Vic,26810,Wellington,21630,McLoughlins Beach,"-38.60722185970286, 146.88917173505226"
11394,2,Vic,24780,Mildura,21682,Mildura,"-34.20847303166733, 142.12415616629568"
11395,2,Vic,22250,Gannawarra,21688,Milnes Bridge,"-35.78603307541222, 144.08242956538962"
11396,2,Vic,26170,South Gippsland,21703,Mirboo North,"-38.395017285558396, 146.15034341443484"
11397,2,Vic,20110,Alpine,21729,Mongans Bridge,"-36.589120666328526, 147.12182801981672"
11398,2,Vic,26810,Wellington,21730,Monomak,"-37.78474571946369, 146.82488790081482"
11399,2,Vic,20570,Ballarat,21798,Mount Helen,"-37.62862846909815, 143.88525125373098"
11400,2,Vic,22910,Hepburn,21808,Mount Prospect,"-37.39407883816082, 144.0463747489497"
11401,2,Vic,24970,Monash,21827,Mulgrave (Vic.),"-37.92565235549369, 145.1757822167067"
11402,2,Vic,22830,Greater Shepparton,21833,Murchison East,"-36.61480035067528, 145.2527319647498"
11403,2,Vic,26610,Swan Hill,21844,Murraydale,"-35.281256220402874, 143.5654356523664"
11404,2,Vic,22490,Golden Plains,21877,Napoleons,"-37.69009229554349, 143.8075291312114"
11405,2,Vic,25150,Moorabool,21903,Navigators,"-37.61277291233876, 143.93429148086122"
11406,2,Vic,22110,East Gippsland,21913,Nelse,"-36.836289940285006, 147.3594155936006"
11407,2,Vic,21830,Corangamite,21956,Noorat East,"-38.201536721015884, 142.97738642771654"
11408,2,Vic,26890,West Wimmera,21988,Nurcoung,"-36.62194564722789, 141.68342927489263"
11409,2,Vic,26610,Swan Hill,21992,Nyah,"-35.1470204691116, 143.3632486699913"
11410,2,Vic,22110,East Gippsland,21995,Nyerimilang,"-37.891484746963116, 147.91915591909256"
11411,2,Vic,21450,Cardinia,22007,Officer South,"-38.100931315194394, 145.42302740922577"
11412,2,Vic,26700,Wangaratta,22022,Oxley (Vic.),"-36.44870633282101, 146.37718055802873"
11413,2,Vic,25710,Nillumbik,22032,Panton Hill,"-37.64278146181178, 145.24647514673097"
11414,2,Vic,22490,Golden Plains,22071,Piggoreet,"-37.724080017103255, 143.63537373364414"
11415,2,Vic,24780,Mildura,22147,Red Cliffs,"-34.34269751285192, 142.24704919020724"
11416,2,Vic,24850,Mitchell,22155,Reedy Creek (Vic.),"-37.25581224905353, 145.15402664693647"
11417,2,Vic,24250,"Mansfield, Wellington",22162,Reynard,"-37.35634111412626, 146.62476749644856"
11418,2,Vic,27070,Whittlesea,22311,South Morang,"-37.631560708276744, 145.08350180921502"
11419,2,Vic,27450,Yarra Ranges,22355,Steels Creek,"-37.57967404675401, 145.3809456110353"
11420,2,Vic,26670,Towong,22424,Talgarno,"-36.07464069126312, 147.1626985277225"
11421,2,Vic,21750,Colac Otway,22446,Tanybryn,"-38.6565831833325, 143.7141913992913"
11422,2,Vic,21180,Brimbank,22474,Taylors Lakes,"-37.69858147286923, 144.78625316832677"
11423,2,Vic,21370,Campaspe,22492,Terrick Terrick East,"-36.11635625300545, 144.38001688844233"
11424,2,Vic,26670,Towong,22503,Thologolong,"-35.990966322111085, 147.4283042264069"
11425,2,Vic,26810,Wellington,22652,Walhalla East,"-37.93254524854035, 146.58076983374497"
11426,2,Vic,25810,Northern Grampians,22659,Wallaloo,"-36.747147922561076, 142.87647916732706"
11427,2,Vic,21370,Campaspe,22764,Wharparilla,"-36.09348903046707, 144.6307338540278"
11428,2,Vic,22910,Hepburn,22765,Wheatsheaf,"-37.33895890703048, 144.24334868997136"
11429,2,Vic,27070,Whittlesea,22775,Whittlesea,"-37.465564984237254, 145.13119556631833"
11430,2,Vic,20260,Ararat,22789,Willaura North,"-37.387246774741946, 142.74540341198133"
11431,2,Vic,27260,Wyndham,22791,Williams Landing,"-37.862017759382475, 144.7430322980165"
11432,2,Vic,21270,Buloke,22923,Yawong Hills,"-36.47151674460421, 143.38681951687613"
11433,2,Vic,21750,Colac Otway,22929,Yeodene,"-38.39497100781515, 143.7068643582435"
11434,2,Vic,23810,Latrobe,22935,Yinnar South,"-38.36714962348841, 146.3548794022021"
11435,3,Qld,31820,Bundaberg,30002,Abbotsford (Qld),"-24.831031195463382, 152.01057103371105"
11436,3,Qld,32270,Central Highlands,30023,Albinia,"-24.43963913345223, 148.39739816044255"
11437,3,Qld,36250,Redland,30031,Alexandra Hills,"-27.53248589806503, 153.22895860910117"
11438,3,Qld,36370,Rockhampton,30037,Allenstown,"-23.39395856107636, 150.50392325494553"
11439,3,Qld,32270,Central Highlands,30058,Anakie Siding,"-23.597786786280377, 147.8101913667915"
11440,3,Qld,32270,Central Highlands,30083,Argyll,"-23.298672972069138, 147.4795040072807"
11441,3,Qld,36910,Toowoomba,30099,Aubigny,"-27.508962477762378, 151.66498849946205"
11442,3,Qld,31820,Bundaberg,30109,Avondale (Qld),"-24.767829711706817, 152.14975782661318"
11443,3,Qld,34860,Maranoa,30115,Baffle West,"-25.601664840155795, 148.62587632154768"
11444,3,Qld,36370,Rockhampton,30117,Bajool,"-23.692626304245007, 150.58867541597073"
11445,3,Qld,30410,Barcaldine,30153,Barcaldine,"-23.61736976310229, 145.33645029842333"
11446,3,Qld,35010,Moreton Bay,30220,Bellmere,"-27.08432691931528, 152.89002914294144"
11447,3,Qld,34770,Mackay,30289,Bloomsbury,"-20.702289239001164, 148.5706416004343"
11448,3,Qld,35600,Murweh,30296,Boatman,"-27.118962055963483, 146.87275989596992"
11449,3,Qld,36630,South Burnett,30317,Booie,"-26.53677694849709, 151.94181704978374"
11450,3,Qld,31000,Brisbane,30324,Boondall,"-27.349023232606125, 153.0696033081054"
11451,3,Qld,36720,Sunshine Coast,30368,Bribie Island North,"-26.9140759717051, 153.1127610871931"
11452,3,Qld,37310,Western Downs,30371,Brigalow,"-26.894363442285524, 150.8099949758129"
11453,3,Qld,32260,Cassowary Coast,30411,Bulgun,"-17.895403410770335, 145.93142627645489"
11454,3,Qld,34880,Mareeba,30414,Bulleringa,"-17.619270092368964, 143.90165852814152"
11455,3,Qld,31820,Bundaberg,30449,Burnett Heads,"-24.77795611974071, 152.4058289111624"
11456,3,Qld,31000,Brisbane,30540,Carindale,"-27.511609217844555, 153.11325416170325"
11457,3,Qld,35600,Murweh,30546,Caroline Crossing,"-25.670560119852887, 146.9854602095871"
11458,3,Qld,36820,Tablelands,30551,Carrington (Qld),"-17.296724582268826, 145.4522914837204"
11459,3,Qld,31900,Burdekin,30554,Carstairs,"-19.651065035094618, 147.45457192214135"
11460,3,Qld,35010,Moreton Bay,30568,Cedar Creek (Moreton Bay - Qld),"-27.333714221183072, 152.8183011518653"
11461,3,Qld,35760,North Burnett,30575,Ceratodus,"-25.26783622526324, 151.10464950703553"
11462,3,Qld,32270,Central Highlands,30587,Cheeseborough,"-22.828710345876285, 147.82760992423044"
11463,3,Qld,36510,Scenic Rim,30603,Chinghee Creek,"-28.287214948122095, 152.98535166339425"
11464,3,Qld,37340,Whitsunday,30652,Collinsville (Qld),"-20.56097934321224, 147.82383695081433"
11465,3,Qld,37310,Western Downs,30655,Columboola,"-26.690377133271014, 150.32747786470384"
11466,3,Qld,37340,Whitsunday,30668,Conway,"-20.453366292019158, 148.72194152414082"
11467,3,Qld,36250,Redland,30670,Coochiemudlo Island,"-27.569834795030534, 153.33066155067547"
11468,3,Qld,35600,Murweh,30678,Cooladdi,"-26.65718891804849, 145.53466560466038"
11469,3,Qld,33800,Hinchinbrook,30721,Cordelia,"-18.606191966451277, 146.24733391614913"
11470,3,Qld,36630,South Burnett,30734,Coverty,"-26.278985573977675, 151.47601961707724"
11471,3,Qld,32450,Cloncurry,30788,Dajarra,"-21.817335615409455, 139.5920270487547"
11472,3,Qld,36370,Rockhampton,30796,Dalma,"-23.359234439207544, 150.23233209851247"
11473,3,Qld,32080,Cairns,30825,Deeral,"-17.211173440965464, 145.93795804910818"
11474,3,Qld,32260,Cassowary Coast,30857,Djiru,"-17.85330590988868, 146.07044934310395"
11475,3,Qld,34770,Mackay,30981,Erakala,"-21.132271663711983, 149.11777824534101"
11476,3,Qld,36510,Scenic Rim,31024,Fassifern Valley,"-27.97189307590456, 152.60698336368347"
11477,3,Qld,36910,Toowoomba,31040,Finnie,"-27.626662153853914, 151.8914826750301"
11478,3,Qld,33800,Hinchinbrook,31095,Gairloch,"-18.60139154836017, 146.17944439119773"
11479,3,Qld,33430,Gold Coast,31120,Gilberton (Gold Coast - Qld),"-27.743907910572936, 153.27263224160203"
11480,3,Qld,30370,Banana,31139,Glebe (Qld),"-25.542706119154655, 150.15888887434608"
11481,3,Qld,31820,"Bundaberg, North Burnett",31184,Good Night,"-25.249728012805985, 151.90068237215468"
11482,3,Qld,36580,Somerset,31248,Gregors Creek,"-26.982890423289412, 152.42057030833928"
11483,3,Qld,33430,Gold Coast,31260,Guanaba,"-27.938048793435932, 153.23921985382646"
11484,3,Qld,36910,Toowoomba,31296,Harlaxton,"-27.53126302996492, 151.95455496965866"
11485,3,Qld,34590,Logan,31322,Heritage Park,"-27.68225222036762, 153.06148059988084"
11486,3,Qld,33220,Fraser Coast,31365,Howard,"-25.331708972779666, 152.54203615847499"
11487,3,Qld,33800,Hinchinbrook,31390,Ingham,"-18.655095201834357, 146.15441066959295"
11488,3,Qld,33360,Gladstone,31419,Iveragh,"-24.124030991085053, 151.37433734991748"
11489,3,Qld,32500,"Cook, Northern Peninsula Area, Torres",31432,Jardine River,"-11.239004865592175, 142.6178826260384"
11490,3,Qld,37310,Western Downs,31445,Jinghi,"-26.642179984720794, 151.09079035269426"
11491,3,Qld,32260,Cassowary Coast,31456,Jubilee Heights,"-17.476875582877955, 146.03673548446673"
11492,3,Qld,36660,Southern Downs,31461,Junabee,"-28.24877249472832, 152.1470157519334"
11493,3,Qld,35010,Moreton Bay,31475,Kallangur,"-27.248098785779955, 152.99237840041548"
11494,3,Qld,36370,Rockhampton,31493,Kawana,"-23.338927542847877, 150.50511402262717"
11495,3,Qld,33620,Gympie,31521,Kia Ora (Qld),"-26.01617748385758, 152.77001629136973"
11496,3,Qld,31820,Bundaberg,31580,Kullogum,"-25.341741031354864, 152.26250272915945"
11497,3,Qld,36910,Toowoomba,31651,Lemontree,"-27.78833994674642, 151.2990066331113"
11498,3,Qld,32310,Charters Towers,31670,Llanarth (Qld),"-21.32174606186111, 146.46194614011202"
11499,3,Qld,32260,Cassowary Coast,31690,Lower Cowley,"-17.695818468596023, 146.0790303746081"
11500,3,Qld,33430,Gold Coast,31705,Luscombe,"-27.79072904457082, 153.2017938278536"
11501,3,Qld,33360,Gladstone,31723,Machine Creek,"-23.833354041163883, 150.93633732034104"
11502,3,Qld,33430,Gold Coast,31735,Main Beach,"-27.957080786749334, 153.42578927007045"
11503,3,Qld,36820,Tablelands,31737,Malanda,"-17.375227902464164, 145.58783917795762"
11504,3,Qld,33620,Gympie,31754,Manumbar,"-26.37333859472557, 152.28554866494346"
11505,3,Qld,34770,Mackay,31827,Midge Point,"-20.659898997163598, 148.68927371512385"
11506,3,Qld,35300,Mount Isa,31834,Miles End,"-20.720902389634414, 139.4875966943512"
11507,3,Qld,31820,Bundaberg,31872,Molangul,"-24.774832777178563, 151.52450406111151"
11508,3,Qld,35760,North Burnett,31877,Monal,"-24.601130681492286, 151.1427307517147"
11509,3,Qld,36510,Scenic Rim,31926,Morwincha,"-27.970159096052758, 152.5798998527862"
11510,3,Qld,36510,Scenic Rim,31934,Mount Alford,"-28.078267533545382, 152.59191952334615"
11511,3,Qld,36910,Toowoomba,31942,Mount Binga,"-27.006517077911447, 151.93904172288472"
11512,3,Qld,36250,Redland,31952,Mount Cotton,"-27.620327635128113, 153.22584594641194"
11513,3,Qld,31900,Burdekin,31978,Mount Kelly,"-19.6686278237795, 147.31152072701735"
11514,3,Qld,34860,Maranoa,32049,Muckadilla,"-26.64165517722803, 148.37137260802328"
11515,3,Qld,36720,Sunshine Coast,32051,Mudjimba,"-26.61903383180311, 153.09382200299154"
11516,3,Qld,33960,Ipswich,32053,Muirlea,"-27.570915334002006, 152.73349680720074"
